instr_Loop.thisRepN,instr_Loop.thisTrialN,instr_Loop.thisN,instr_Loop.thisIndex,instr_Loop.ran,instructionImage,time,age,sex (female/male),order,date,expName,psychopyVersion,OS,frameRate,struc_judge_respond.keys,struc_judge_respond.corr,dual_respond.keys,dual_respond.corr,dual_respond.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim1,stim2,isAnyChange,corrAns,struc_judge_respond.rt,selectBlock.thisRepN,selectBlock.thisTrialN,selectBlock.thisN,selectBlock.thisIndex,selectBlock.ran,condsFile,condsImage,remaining,connected,dimensionality
0,0,0,0,1,Instructions/consent.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,Instructions/instr_1.png,5,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,Instructions/instr_2.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,3,3,1,Instructions/instr_3.png,5,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,1,Instructions/instr_4.png,1,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,5,5,1,Instructions/instr_5.png,1,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,6,1,Instructions/instr_6.png,1,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,7,7,1,Instructions/instr_7.png,1,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,8,8,1,Instructions/instr_8.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,9,9,1,Instructions/instr_9.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,10,10,1,Instructions/instr_10.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,11,11,1,Instructions/instr_11.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,12,12,12,1,Instructions/instr_12.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,13,13,13,1,Instructions/instr_13.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,14,14,1,Instructions/instr_14.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,15,15,15,1,Instructions/instr_15.png,3,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
0,16,16,16,1,Instructions/instr_16.png,5,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,0,9,0,9.576835,0,0,0,3,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_d.png,1,1,,,,,,,,,,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,0,9,0,1.709065,0,1,1,4,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_d.png,1,1,1.374485,,,,,,,,,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,1,0,1.603605,0,2,2,2,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_s.png,0,9,0.99695,,,,,,,,,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,9,0,2.28732,0,3,3,7,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_s.png,0,9,0.763765,,,,,,,,,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,0,1,0,1.305105,0,4,4,1,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_d.png,1,1,,,,,,,,,,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,9,0,1.418815,0,5,5,0,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_s.png,0,9,0.89577,,,,,,,,,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,1,9,0,0.744355,0,6,6,6,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_d.png,1,1,0.60452,,,,,,,,,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,9,1,0.28519,0,7,7,5,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_s.png,0,9,0.296,,,,,,,,,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,,,,,,,,,,,,,,,,0,0,0,0,1,Stimuli/practiceListCubes.xlsx,Instructions/instr_practice_B.png,Practice trials completed,,
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,9,0,0.36047,0,0,0,20,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_s_5_s.png,0,9,0.434225,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,0,1,0,0.98595,0,1,1,9,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_d_5.png,1,1,0.30897,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,1,1,0,0.46955,0,2,2,15,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_d_2_s.png,1,1,0.374865,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,9,1,1.68737,0,3,3,6,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_s_4.png,0,9,0.440555,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,0,9,1,0.869695,0,4,4,11,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_d_6.png,1,1,0.356855,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,1,9,0,1.610115,0,5,5,5,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_d_3.png,1,1,0.643045,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,9,1,2.20222,0,6,6,14,1,Stimuli/testStimuliCube/6u_s_2_s.png,Stimuli/testStimuliCube/6u_s_2_s.png,0,9,0.50955,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,1,9,1,0.869635,0,7,7,12,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_s_1_s.png,0,9,0.33749,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,1,9,0,0.55812,0,8,8,4,1,Stimuli/testStimuliCube/6u_s_3.png,Stimuli/testStimuliCube/6u_s_3.png,0,9,0.29074,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,1,1,1,1.889395,0,9,9,18,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_s_4_s.png,0,9,0.30441,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,9,0,1.22034,0,10,10,2,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_s_2.png,0,9,0.326215,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,1,9,0,1.76251,0,11,11,3,1,Stimuli/testStimuliCube/6u_s_2.png,Stimuli/testStimuliCube/6u_d_2.png,1,1,0.392505,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,1,1,1.19056,0,12,12,8,1,Stimuli/testStimuliCube/6u_s_5.png,Stimuli/testStimuliCube/6u_s_5.png,0,9,0.47036,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,1,1,1,1.60401,0,13,13,10,1,Stimuli/testStimuliCube/6u_s_6.png,Stimuli/testStimuliCube/6u_s_6.png,0,9,0.312465,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,1,1,1.01767,0,14,14,0,1,Stimuli/testStimuliCube/6u_s_1.png,Stimuli/testStimuliCube/6u_s_1.png,0,9,0.38239,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,0,9,1,2.08771,0,15,15,19,1,Stimuli/testStimuliCube/6u_s_4_s.png,Stimuli/testStimuliCube/6u_d_4_s.png,1,1,0.276285,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,1.63743,0,16,16,23,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_d_6_s.png,1,1,0.314295,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,1,9,1,1.587025,0,17,17,21,1,Stimuli/testStimuliCube/6u_s_5_s.png,Stimuli/testStimuliCube/6u_d_5_s.png,1,1,0.582965,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,1,1,1,1.520755,0,18,18,7,1,Stimuli/testStimuliCube/6u_s_4.png,Stimuli/testStimuliCube/6u_d_4.png,1,1,0.66093,,,,,,,,,c,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,0,1,1,2.009195,0,19,19,13,1,Stimuli/testStimuliCube/6u_s_1_s.png,Stimuli/testStimuliCube/6u_d_1_s.png,1,1,0.322625,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,9,0,9,1,2.027095,0,20,20,17,1,Stimuli/testStimuliCube/6u_s_3_s.png,Stimuli/testStimuliCube/6u_d_3_s.png,1,1,0.55774,,,,,,,,,s,3D
,,,,,,,19,male,B,2020-05-21_07h25.05.484,Remembering_Displays,2020.1.2,Win32,60,1,0,1,1,0.90164,0,21,21,22,1,Stimuli/testStimuliCube/6u_s_6_s.png,Stimuli/testStimuliCube/6u_s_6_s.png,0,9,0.350535,,,,,,,,,s,3D
