instr_Loop.thisRepN,instr_Loop.thisTrialN,instr_Loop.thisN,instr_Loop.thisIndex,instr_Loop.ran,instructionImage,time,age,sex (female/male),order,date,expName,psychopyVersion,OS,frameRate,struc_judge_respond.keys,struc_judge_respond.corr,struc_judge_respond.rt,dual_respond.keys,dual_respond.corr,dual_respond.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim1,stim2,isAnyChange,corrAns,selectBlock.thisRepN,selectBlock.thisTrialN,selectBlock.thisN,selectBlock.thisIndex,selectBlock.ran,condsFile,condsImage,remaining,connected,dimensionality
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.5012,9,1,1.110565,0,6,6,0,1,Stimuli/practiceStimuliSquare/practice1_s.png,Stimuli/practiceStimuliSquare/practice1_s.png,0,9,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.892105,1,1,1.64669,0,7,7,6,1,Stimuli/practiceStimuliSquare/practice3_s.png,Stimuli/practiceStimuliSquare/practice3_d.png,1,1,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,0,1,Stimuli/practiceListSquares.xlsx,Instructions/instr_practice_A.png,Practice trials completed,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.740605,1,1,0.642185,0,0,0,18,1,Stimuli/testStimuliSquare/6u_s_4_s_2D.png,Stimuli/testStimuliSquare/6u_s_4_s_2D.png,0,9,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.599325,9,1,0.723295,0,1,1,2,1,Stimuli/testStimuliSquare/6u_s_2_2D.png,Stimuli/testStimuliSquare/6u_s_2_2D.png,0,9,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.756785,9,1,1.067025,0,2,2,21,1,Stimuli/testStimuliSquare/6u_s_5_s_2D.png,Stimuli/testStimuliSquare/6u_d_5_s_2D.png,1,1,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.872835,1,1,0.75993,0,3,3,10,1,Stimuli/testStimuliSquare/6u_s_6_2D.png,Stimuli/testStimuliSquare/6u_s_6_2D.png,0,9,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.78281,1,1,0.8687,0,4,4,16,1,Stimuli/testStimuliSquare/6u_s_3_s_2D.png,Stimuli/testStimuliSquare/6u_s_3_s_2D.png,0,9,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.66633,9,1,0.429955,0,5,5,4,1,Stimuli/testStimuliSquare/6u_s_3_2D.png,Stimuli/testStimuliSquare/6u_s_3_2D.png,0,9,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.619205,1,1,0.85791,0,6,6,20,1,Stimuli/testStimuliSquare/6u_s_5_s_2D.png,Stimuli/testStimuliSquare/6u_s_5_s_2D.png,0,9,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.79004,9,1,0.679215,0,7,7,23,1,Stimuli/testStimuliSquare/6u_s_6_s_2D.png,Stimuli/testStimuliSquare/6u_d_6_s_2D.png,1,1,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.95859,9,1,0.533915,0,8,8,1,1,Stimuli/testStimuliSquare/6u_s_1_2D.png,Stimuli/testStimuliSquare/6u_d_1_2D.png,1,1,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.850545,9,1,0.5674,0,9,9,11,1,Stimuli/testStimuliSquare/6u_s_6_2D.png,Stimuli/testStimuliSquare/6u_d_6_2D.png,1,1,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1.086035,1,1,0.526375,0,10,10,14,1,Stimuli/testStimuliSquare/6u_s_2_s_2D.png,Stimuli/testStimuliSquare/6u_s_2_s_2D.png,0,9,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.62835,9,1,0.48378,0,11,11,13,1,Stimuli/testStimuliSquare/6u_s_1_s_2D.png,Stimuli/testStimuliSquare/6u_d_1_s_2D.png,1,1,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.645075,1,1,0.50926,0,12,12,15,1,Stimuli/testStimuliSquare/6u_s_2_s_2D.png,Stimuli/testStimuliSquare/6u_d_2_s_2D.png,1,1,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.690745,9,1,0.52241,0,13,13,0,1,Stimuli/testStimuliSquare/6u_s_1_2D.png,Stimuli/testStimuliSquare/6u_s_1_2D.png,0,9,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.60078,9,1,0.41898,0,14,14,12,1,Stimuli/testStimuliSquare/6u_s_1_s_2D.png,Stimuli/testStimuliSquare/6u_s_1_s_2D.png,0,9,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.84214,9,1,0.67326,0,15,15,19,1,Stimuli/testStimuliSquare/6u_s_4_s_2D.png,Stimuli/testStimuliSquare/6u_d_4_s_2D.png,1,1,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.759965,1,1,1.169105,0,16,16,17,1,Stimuli/testStimuliSquare/6u_s_3_s_2D.png,Stimuli/testStimuliSquare/6u_d_3_s_2D.png,1,1,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.976545,9,1,0.84019,0,17,17,3,1,Stimuli/testStimuliSquare/6u_s_2_2D.png,Stimuli/testStimuliSquare/6u_d_2_2D.png,1,1,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.67766,9,1,0.635575,0,18,18,5,1,Stimuli/testStimuliSquare/6u_s_3_2D.png,Stimuli/testStimuliSquare/6u_d_3_2D.png,1,1,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.70888,9,1,0.726605,0,19,19,8,1,Stimuli/testStimuliSquare/6u_s_5_2D.png,Stimuli/testStimuliSquare/6u_s_5_2D.png,0,9,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.74592,1,1,0.51088,0,20,20,9,1,Stimuli/testStimuliSquare/6u_s_5_2D.png,Stimuli/testStimuliSquare/6u_d_5_2D.png,1,1,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.865765,9,1,0.573125,0,21,21,6,1,Stimuli/testStimuliSquare/6u_s_4_2D.png,Stimuli/testStimuliSquare/6u_s_4_2D.png,0,9,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.690355,1,1,0.98915,0,22,22,7,1,Stimuli/testStimuliSquare/6u_s_4_2D.png,Stimuli/testStimuliSquare/6u_d_4_2D.png,1,1,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.73599,9,1,0.80434,0,23,23,22,1,Stimuli/testStimuliSquare/6u_s_6_s_2D.png,Stimuli/testStimuliSquare/6u_s_6_s_2D.png,0,9,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,1,1,1,1,Stimuli/trialListSquares1.xlsx,Instructions/instr_18.png,Progress: 24 of 192 trials completed,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1.07696,1,1,0.489835,0,0,0,1,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_d.png,1,1,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,0,0.647545,9,1,0.43587,0,1,1,7,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_s.png,0,9,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.63131,9,1,0.421765,0,2,2,2,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_s.png,0,9,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.669175,1,1,0.600385,0,3,3,5,1,Stimuli/practiceStimuliCube/practice2_s.png,Stimuli/practiceStimuliCube/practice2_s.png,0,9,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1.062655,9,1,0.49445,0,4,4,3,1,Stimuli/practiceStimuliCube/practice4_s.png,Stimuli/practiceStimuliCube/practice4_d.png,1,1,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.89463,9,1,0.45201,0,5,5,6,1,Stimuli/practiceStimuliCube/practice3_s.png,Stimuli/practiceStimuliCube/practice3_d.png,1,1,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1.3284,9,1,1.12329,0,6,6,0,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_s.png,0,9,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,1.222235,1,1,0.88646,0,7,7,4,1,Stimuli/practiceStimuliCube/practice1_s.png,Stimuli/practiceStimuliCube/practice1_d.png,1,1,,,,,,,,,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,2,2,2,1,Stimuli/practiceListCubes.xlsx,Instructions/instr_practice_B.png,Practice trials completed,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.71842,9,1,0.567345,0,0,0,20,1,Stimuli/testStimuliCube/6u_s_23_s.png,Stimuli/testStimuliCube/6u_s_23_s.png,0,9,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.570905,9,1,0.455925,0,1,1,7,1,Stimuli/testStimuliCube/6u_s_22.png,Stimuli/testStimuliCube/6u_d_22.png,1,1,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.800415,9,1,0.854475,0,2,2,13,1,Stimuli/testStimuliCube/6u_s_19_s.png,Stimuli/testStimuliCube/6u_d_19_s.png,1,1,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.593625,9,1,0.67148,0,3,3,14,1,Stimuli/testStimuliCube/6u_s_20_s.png,Stimuli/testStimuliCube/6u_s_20_s.png,0,9,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.67929,1,1,0.610445,0,4,4,15,1,Stimuli/testStimuliCube/6u_s_20_s.png,Stimuli/testStimuliCube/6u_d_20_s.png,1,1,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.78231,9,1,1.21947,0,5,5,4,1,Stimuli/testStimuliCube/6u_s_21.png,Stimuli/testStimuliCube/6u_s_21.png,0,9,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.705775,1,1,1.392505,0,6,6,1,1,Stimuli/testStimuliCube/6u_s_19.png,Stimuli/testStimuliCube/6u_d_19.png,1,1,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,0,1.03577,1,1,0.9021,0,7,7,22,1,Stimuli/testStimuliCube/6u_s_24_s.png,Stimuli/testStimuliCube/6u_s_24_s.png,0,9,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.9185,1,1,0.573335,0,8,8,8,1,Stimuli/testStimuliCube/6u_s_23.png,Stimuli/testStimuliCube/6u_s_23.png,0,9,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.672485,1,1,0.435905,0,9,9,12,1,Stimuli/testStimuliCube/6u_s_19_s.png,Stimuli/testStimuliCube/6u_s_19_s.png,0,9,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.77434,1,1,0.685465,0,10,10,11,1,Stimuli/testStimuliCube/6u_s_24.png,Stimuli/testStimuliCube/6u_d_24.png,1,1,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.595895,9,0,1.334585,0,11,11,17,1,Stimuli/testStimuliCube/6u_s_21_s.png,Stimuli/testStimuliCube/6u_d_21_s.png,1,1,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.7413,1,1,0.93723,0,12,12,9,1,Stimuli/testStimuliCube/6u_s_23.png,Stimuli/testStimuliCube/6u_d_23.png,1,1,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.978255,1,1,1.639195,0,13,13,23,1,Stimuli/testStimuliCube/6u_s_24_s.png,Stimuli/testStimuliCube/6u_d_24_s.png,1,1,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.76484,9,1,0.623665,0,14,14,16,1,Stimuli/testStimuliCube/6u_s_21_s.png,Stimuli/testStimuliCube/6u_s_21_s.png,0,9,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.737065,9,1,0.50746,0,15,15,10,1,Stimuli/testStimuliCube/6u_s_24.png,Stimuli/testStimuliCube/6u_s_24.png,0,9,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.7072,1,1,0.87943,0,16,16,19,1,Stimuli/testStimuliCube/6u_s_22_s.png,Stimuli/testStimuliCube/6u_d_22_s.png,1,1,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.759125,9,1,0.57849,0,17,17,3,1,Stimuli/testStimuliCube/6u_s_20.png,Stimuli/testStimuliCube/6u_d_20.png,1,1,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.832855,9,1,0.854885,0,18,18,6,1,Stimuli/testStimuliCube/6u_s_22.png,Stimuli/testStimuliCube/6u_s_22.png,0,9,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,0,0.899415,1,1,0.78552,0,19,19,18,1,Stimuli/testStimuliCube/6u_s_22_s.png,Stimuli/testStimuliCube/6u_s_22_s.png,0,9,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.44877,1,1,0.601525,0,20,20,2,1,Stimuli/testStimuliCube/6u_s_20.png,Stimuli/testStimuliCube/6u_s_20.png,0,9,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.69247,9,1,0.884835,0,21,21,21,1,Stimuli/testStimuliCube/6u_s_23_s.png,Stimuli/testStimuliCube/6u_d_23_s.png,1,1,,,,,,,,,s,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.990165,1,1,0.68892,0,22,22,5,1,Stimuli/testStimuliCube/6u_s_21.png,Stimuli/testStimuliCube/6u_d_21.png,1,1,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.998415,9,1,0.7519,0,23,23,0,1,Stimuli/testStimuliCube/6u_s_19.png,Stimuli/testStimuliCube/6u_s_19.png,0,9,,,,,,,,,c,3D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,0,3,3,3,1,Stimuli/trialListCubes4.xlsx,Instructions/instr_19.png,Progress: 48 of 192 trials completed,,
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1.391025,9,1,0.64267,0,0,0,12,1,Stimuli/testStimuliSquare/6u_s_7_s_2D.png,Stimuli/testStimuliSquare/6u_s_7_s_2D.png,0,9,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.80719,1,1,0.835825,0,1,1,3,1,Stimuli/testStimuliSquare/6u_s_8_2D.png,Stimuli/testStimuliSquare/6u_d_8_2D.png,1,1,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.637225,9,1,0.642025,0,2,2,23,1,Stimuli/testStimuliSquare/6u_s_12_s_2D.png,Stimuli/testStimuliSquare/6u_d_12_s_2D.png,1,1,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,0,0.61179,1,0,1.09355,0,3,3,5,1,Stimuli/testStimuliSquare/6u_s_9_2D.png,Stimuli/testStimuliSquare/6u_d_9_2D.png,1,1,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.876335,1,1,1.261355,0,4,4,11,1,Stimuli/testStimuliSquare/6u_s_12_2D.png,Stimuli/testStimuliSquare/6u_d_12_2D.png,1,1,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.68379,9,1,0.885725,0,5,5,2,1,Stimuli/testStimuliSquare/6u_s_8_2D.png,Stimuli/testStimuliSquare/6u_s_8_2D.png,0,9,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.73224,1,1,0.46855,0,6,6,16,1,Stimuli/testStimuliSquare/6u_s_9_s_2D.png,Stimuli/testStimuliSquare/6u_s_9_s_2D.png,0,9,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.906455,1,1,0.816795,0,7,7,15,1,Stimuli/testStimuliSquare/6u_s_8_s_2D.png,Stimuli/testStimuliSquare/6u_d_8_s_2D.png,1,1,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,0.470905,9,1,0.45466,0,8,8,14,1,Stimuli/testStimuliSquare/6u_s_8_s_2D.png,Stimuli/testStimuliSquare/6u_s_8_s_2D.png,0,9,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.56598,9,1,2.987265,0,9,9,21,1,Stimuli/testStimuliSquare/6u_s_11_s_2D.png,Stimuli/testStimuliSquare/6u_d_11_s_2D.png,1,1,,,,,,,,,s,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,9,1,1.17138,9,1,0.55382,0,10,10,10,1,Stimuli/testStimuliSquare/6u_s_12_2D.png,Stimuli/testStimuliSquare/6u_s_12_2D.png,0,9,,,,,,,,,c,2D
,,,,,,,18,female,A,2020-05-04_18h38.48.129,Remembering_Displays,2020.1.2,MacIntel,60,1,1,0.755475,9,1,1.6069,0,11,11,13,1,Stimuli/testStimuliSquare/6u_s_7_s_2D.png,Stimuli/testStimuliSquare/6u_d_7_s_2D.png,1,1,,,,,,,,,s,2D
